" Just As Intriguing The Second Time, Too!
",,"I've seen this film twice now - about a year ago and then yesterday - and thoroughly enjoyed it both times, even the second time when I remembered some of those fantastic twists in the last half hour. Sometimes it's even more fun to view a film like this when you know a few things, because earlier scenes take on new meaning.It's not an easy film to totally digest, even with two viewings, because that ending has some mind-boggling revelations. Without having to resort to spoilers, let me just say the story is extremely interesting, the acting very good, the period pieces fun to view and it's a pretty clean movie so grandma can also enjoy it, too, without language or sex concerns.Basically, it's a story about obsession between two magicians in the last decade of the 19th century. They continually try to top one another and things get nasty along the way. Hugh Jackman and Christian Bale are both fun to watch in those roles, as are Michael Caine and Scarlett Johansson in supporting roles.This is one movie guaranteed to have you thinking about it when it's over!"
" Webby meshwork of magic and mystery
",,"Director Christopher Nolan has a proclivity for warped narratives (Memento) and in The Prestige he serves up a deliciously twisty tale, puffed full of magic theatricality and inventive cinematic devices. With his remarkably sleight-of-hand direction, he spins the tale of two rivaling magicians in Victorian-era London, creating a cerebrally stimulating 2 hour long mise-en-scene in which the audience is literally left guessing and gasping at its rare uniqueness through magic acts and bitter behind-the-stage intrigue.The final pay-off of any magic act  the prestige  is of the essence, and preluding it is the pledge, followed by the turn. Together these three key components are slotted in unique positions in 'The Prestige's arrestingly clever script but it is the titular act that propels the film. The pledge introduces our main characters: magicians Alfred Borden (Christian Bale) and Robert Angier (Hugh Jackman) in turn-of-the-century London and we see how their friendship abruptly becomes a fully-fledged rivalry and hostility with a magic act gone horribly wrong in front of an audience. There is a death, and it lights the fuse of an onslaught of reel revelations and the one-upmanship that will ensue between the two competitors. 'The turn' comes to offers twists by the bucketload in the form of love-interests, and technologically marvelous magic acts. I gasped, I scratched my head, I watched on in awe. No description will do it justice.The prestige as the end note to the show  in which, for example, the disappearer reappears to the deafening applause of the crowd  is so meticulously composed in the film through foreshadowing and fractured chronology that rigorously intersects, intertwines, intercuts, fast-forwards, rewinds and replays key parts of the story that the whole spectacle floors you. Christopher Nolan and his brother Jonathan have worked out a template script that is more twisty and turny than a mountain road and for that reason I am very reluctant to spoil even the slightest detail of the story of 'The Prestige' of all of its acts, in fact. If you are shaking your head thinking a clever twist ending does not make the movie (and I agree), know that this is not a ""gotcha""-kind of Shyamalan trick where you want to stop the film, rewind it and watch it meticulous foreshadowing up to the cheap pay-off, but a tightly-written ever-shifting hall of mirrors with so many intrinsic twists that on your way home you will still be scratching you head and searching for clues.Our two magicians are perfectly-cast with Hugh Jackman capturing the showy, slick, ambition-driven nature of his character Angier in contrast to Bale's technique-driven purist who may be well on his way to perfecting the craft, but lacks the 'Abracadabra' entertainment value. I had always crowned the latter the more capable actor of the two, but the fact is that Jackman performs just as well in the film. Having said that, Borden has more layers to his complex, contradictory (keyword) persona than the flashy, greedy Angier which perhaps begs more weight from the actor behind the role, shifting more demand on Christian Bale. The sad fact of it is that neither of these two men are likable characters and elicit nothing more than temporary sympathy. However, the secrecy with which the intricate story approaches them makes it impossible for the viewer to slot them in protagonist vs. antagonist positions, and indeed they are given almost the exact same screen-time and voice-over narration throughout, a subtle and brilliant accolade of Nolan's.To further evaluate the cast of The Prestige, David Bowie and Michael Caine undoubtedly merit a great deal of praise for supporting the two moody, unlikeable leading men. It is a crying shame then that Scarlett Johansson  always an incapable actress except for the rare occasions in which she plays a sultry American vixen (Match Point)  performs so badly in the role of Olivia Wenscombe, a magic assistant pending between Borden and Angier. Here she is actually given a very good and important character who is not necessarily bad like the rest, but botches her interpretation by giving an unspeakably hammy London accent. Nolan picks up on her shortcomings as an actress, and resorts to boob-shots en masse. This he should be fully entitled to do as a director, for a beautiful diversion will always camouflage the process and any of its potential missteps, as Michael Caine's character puts forward.With Scarlett as a pleasurable paint-job, twists by the bucket-load and flashy magic tricks as windowdressing to a solid mystery film, there is little or no need to delve deeper into the psyches of its characters to keep our attention. Yet this is done, and superbly so, by Christopher Nolan. 'Antihero' gets a whole new spin to it in The Prestige with two friends-turned-rivals so bitterly poised on the brink of obsession of outshining the other that succeeding with the ultimate 'prestige' of magic followed by applause is enough to drive them to murder, bankruptcy, deceit and sabotage. Borden simply wants to be better on a technical level, while Angier wants the public's recognition and wide-spread fame. Their ambition is in effect largely the same: create the definitive deceptive illusion and do it through any means necessary.'The Prestige' is a majestic film that nevertheless spans across too long a running time. Condensation would have done wonders and surely bumped it up a notch, as would underpinning some humour at one or two points (it is VERY gloomy), but it truly is a great cinematic achievement and a shoe-in for my top 10 of 1006, and easily the most inventive film I have seen in years. I am eagerly anticipated director Christopher Nolan's next sleight-of-hand direction, and it looks like the closest is The Dark Knight (2008).9 out of 10"
" One of the best movies EVER
",,What makes this movie so incredible is that while it is indeed a movie about magicians (or illusionists) it is also a complex character study about how self destructive obsessions are with a sideline love story and a sci-fi twist. A unique plot with an amazing cast--any of whom could believably garner an Oscar nomination. Christian Bale was amazing in one of his rare cockney performances. We already know from Kate and Leopold how well Hugh Jackman plays a distinguished English gent. He's absolutely priceless. Is there any point in discussing Sir Michael Caine? He brings polish to the movie. This is the kind of flick that you can discuss for weeks after. The plot is so detailed and complete and open to interpretation. My friend and I have been discussing various nuances of this film for the past 3 weeks. It definitely stays with you.
" This was an amazing movie!
",,This was the best movie I have seen in at least the past two years. Most movies have me leave the theater feeling like I wasted 8 dollars or so. So many movies lately have left me feeling like I wasted away precious hors of my life that could have been spent doing better things. Yet this movie was truly a masterpiece and kept me guessing the whole time. The acting was superb and so was the plot. I usually can predict the outcomes of movies pretty early on. And usually I can see the twist the writer planned. With this movie I was still left wondering into the last 5 minutes of the movie. I can't wait to own this on DVD.
" Magical!!!
",,"Long ago I watched The Prestige and The Illusionist in the same weekend. Comparisons are odious but it is inevitable for me to think of the second when talking about the first. You want to know why, keep reading.Magic is present in everybody's childhood, but it is something we lose, as we get older, in part because there are not many movies about magic to watch when you grow up. But if you want to turn the clock back and feel excited about how magicians perform tricks and get some answers about ""how it is possible"" or ""what's the trick"", lucky you because there are two movies which will definitely satisfy your curiosity.Both movies take place in England at the end of the XIX century. They not only have in common their genre, drama-mystery but also a fantastic cast. Edward Norton' remarkable portrayal of Eisenheim in The Illusionist is as memorable as Hugh Jackman and Christian Bales's in the Prestige. The appealing special effects, the convincing costumes and the compelling dialogue; you will enjoy these movies from the beginning to the end.Although there are several similarities between the two movies their plots are quite different. The Illusionist is, without a doubt, a much more romantic interpretation of the life of a magician. The Prestige, on the other hand portrays the rivalry between two magicians where revenge is the main feeling. The second movie is, indeed, more action-packed but no less moving than The Illusionist.These two must sees will trap you and will carry you to an enjoyable world full of magic. But if you really love cinema and good stories the one I highly recommended to you is the Illusionist."
" Does anybody look better in a top hat and tails than Hugh Jackman?...
",,"... but I guess that is really beside the point.Christian Bale and Hugh Jackman play two young British magicians - Alfred Borden and Robert Angier - trying to learn the tricks of the trade, somewhat even allied at first. Borden is a common Londoner, but Angier is to the manor born, using an alias in his magic work so as to not to embarrass his rich Victorian family. In the pursuit of a more fantastic trick a terrible accident occurs and Angier loses somebody close to him, vowing revenge against Borden, whom he holds responsible.These two are both the Roadrunner and Wiley Coyote to one another. Each one tries to sabotage and learn the other's tricks, make each other look
ridiculous, etc. Angier is the more dangerous of the two because he is truly intent on killing Borden when he infiltrates his ""catch the bullet"" act early on in the film and, instead, maims him. The rivalry ratchets up
to increasingly dangerous proportions. It is ultimately a fine piece of drama as to how far these two are willing to go in their obsession and for their art, with them both ultimately living tragic and miserable lives in the process. So much sacrifice for what most people would consider a trivial pastime. It is madness beyond obsession.This is a very entertaining and thought provoking film, and there is plenty of foreshadowing. Watch closely and watch it twice. I honestly don't think Christopher Nolan would be capable of linear storytelling if his life depended on it, but he is a master of this adapted material. At the end I could only go - ""Brilliant"".Scarlett Johannson plays Angier's lover who has a pivotal role in how the final act plays out. Rebecca Hall is Sarah, Borden's wife, who can't figure out why her husband seems to only love her on some days. David Bowie lends a real air of mystery to his portrayal of Nikola Tesla. But who else but Bowie could believably introduce his character by walking through lightning? Yes, the Tesla-Edison feud gets incorporated into the film and even a sci-fi angle is thrown into the plot. Michael Caine, as Jackman's magician mentor, seems to be playing his Alfred character from The Dark Knight. He has a supporting role, but watch him carefully, he has some of the most important lines of the film. And his final decision - do you think it was correct? Did two wrongs make a right in this unique situation?I wish I could tell you more, but I would give away the plot if I did. This is truly one of the better films made in the 21st century, and I largely don't like films made after 1960. Highly recommended and a real head scratcher, especially given the last line of the film."
" Masterfully Handled!!!
",,"I continue to be blown away at how fantastic this film is. It is executed with extreme precision. Every aspect of the film, all the way from visuals to the character development, is masterful.I'm not sure how it fared awards wise upon its release, but it should have racked up quite a few. The story is wonderfully layered, the acting is superb, the directed is spectacular, etc. I can't find anything about this film that I would change.Congratulations to the entire team that put this project together. I consider it one of the best films of all time.If you have the opportunity I strongly urge that you check this film out. I think you'll be glad you did."
" Fools and outsmarts the audience
",spoiler,"The truly amazing thing about this movie is that it has managed to fool nearly its entire audience into misinterpreting it, even though the clues it leaves behind are so numerous and apparent as to make the solution to the movie absolutely obvious. It makes a fool out of its own audience.The movie succeeds in tricking the audience into believing the machine is a cloning device, while actually being something else entirely. The true secrets are never revealed to the audience yet it believes it has an adequate solution. That is part of the brilliance of the movie. It tries to make a fool of the audience in general and succeeds.Im sure there are a few keen minds that truly understand what the machine does and are skeptical that Fallon is really Borden's twin, but the audience in general is duped into accepting faithfully what it's told. The movie never reveals its secret but the audience still feels the plot is resolved.It manages to paradoxically resolve the plot for the audience while not resolving it at the same time. It successfully sells them an alternate solution that isn't accurate and leaves them completely oblivious to the real solution. But they don't mind, because like the closing line says, the people watching ""want to be fooled."""
" I'm addicted to it
",,"Every so often I see a film that I get addicted to. As soon as I watch it in the cinema I know I'm going to buy it the day it comes out on DVD.Well The Prestige is the latest of these. This film gets better and better with each viewing. Hugh Jackman should have won many awards for his role. People say ""Oscar"" but there are better awards out there than that, the Oscars are about as representative of what's the ""very best"" as the IMDb's Top 250 list is.People have told me that they predicted the end, well that's their funeral, I never clicked until it was revealed for me, so I got much more value for my money.Christopher Nolan is a master. Even though he seems quite humourless in his DVD extra interviews. He makes extremely entertaining films that are well cast and superbly executed, just as the Prestige is. All those who never liked the film should be rounded up in a field and used for crazed scientific experiments, we could use Tesla!"
" Great movie, ruined by the ""ending""
",spoiler,"I say ""ending"", but since the ending is given away about 2/3 into the movie, its not really at the end. That is just where it is confirmed, to those who were in disbelief that such a great film could be utterly ruined.Plot lines are elsewhere, I am just going to explain why you should skip this movie. First, I will admit that except for this truly fatal flaw, it is an excellent movie. And that's why this was so incredibly disappointing. The movie takes place in the 19th century. Here on earth. And there is a central mystery that is woven throughout the film, and you wrack your brain trying to figure it out. You follow every twist and turn, scrutinize every detail, develop and evaluate theories on what the answer could be, and eagerly anticipate the revealing. And then, all of a sudden, its science fiction. They had a cloning machine. How completely cowardly a solution that was. If you are watching Star Trek or something, you know that you are in the world of science fiction, where anything goes. A cloning machine is a formal possibility, and if that ends up to be the explanation, you fully accept it because it makes sense in that reference frame. But it is entirely out of place when you are supposedly in a ""period piece."" Turns out, it was never a period piece, it was science fiction pretending to be a period piece. That's dumb. You can't develop some clever puzzle, and then wimp out and never solve it, but instead just invoke science fiction. Extremely lazy and irresponsible.This reminds me of another terrible move, The Forgotten. Same exact fatal flaw (except the rest of the movie wasn't that great either). There's a mystery, with clues and evidence that are seemingly impossible to reconcile, and you can't wait to find out how its being done. And then, they tell you its aliens from outer space. Gee, thanks. Stupid stupid stupid. Its more angering with The Prestige because it was so much the better movie, and they ruined it for no reason. A cloning machine over 100 years ago? How freaking stupid."
" Are you serious?
",spoiler,"Reading these drooling reviews, I have to wonder what has gone wrong with the movie-viewing community of late.This film is nothing more than a very expensive exercise in overstatement. How many times can we possibly hit our audience over the head with the same exact symbolism? How blatantly obvious can we make our ""elaborate plot twists"" by the end of the film? Hugh Jackman's closing speech is perfectly typical of this film. Shot and dying on the floor, he suddenly comes to this very drawn out and very boringly shot epiphany about how he was never REALLY obsessed with finding out his opponent's secrets. He actually traveled thousands of miles, spent countless amounts of money, (How did he have this, by the way?) shot, stalked, kidnapped, and did his very best to destroy his opponent's life, but he actually did it for ""the look on their (the audience) faces."" Please.And plot twists? No no no, my friends. There is precisely one plot twist, and it is given away by the ""tease"" at the beginning of the film. As soon as you see that the hat doesn't leave, you know the rest of the movie. Okay, it clones things. He makes new and kills one of himself every time. It's not a huge leap in logic, but the filmmakers see fit to treat the audience like a bunch of Neanderthal second graders.Finally, we are supposed to like the magician/twin that makes it back to his daughter in the end. Forgetting of course, the fact that he broke Hugh Jackman's legs, killed his wife, crushed that innocent woman's hand, and oh yes, shot and killed his rival. But he was justified, right? WRONG. Once again, Hollywood comes out with the kind of ambiguous, almost-moral movie that makes you just cringe with the pansy-butt quality of their statements.Please do both me and yourself a favor and skip this tripe."
