" The Shawshank Redemption
",,"One of the finest films made in recent years. It's a poignant story about hope. Hope gets me. That's what makes a film like this more than a movie. It tells a lesson about life. Those are the films people talk about 50 or even 100 years from you. It's also a story for freedom. Freedom from isolation, from rule, from bigotry and hate. Freeman and Robbins are majestic in their performances. Each learns from the other. Their relationship is strong and you feel that from the first moment they make contact with one another. There is also a wonderful performance from legend James Whitmore as Brooks.He shines when it is his time to go back into the world, only to find that the world grew up so fast he never even got a chance to blink. Stephen King's story is brought to the screen with great elegance and excitement. It is an extraordinary motion that people ""will"" be talking about in 50 or 100 years."
" Two movies in one
",spoiler,"The reason I became a member of this database is because I finally  found a movie ranking that recognized the true greatness of this movie. There  is nary a word or scene out of place in the entire thing. Every element  comes together to form an exquisite story for cinema.   I believe that one reason that this movie is under-appreciated is that  people have not seen it multiple times. On first viewing it is the story of  Andy Dufresne and his struggle to maintain hope despite his circumstances.   However, this is really a movie about Red and his struggle to find  meaning and purpose. The final segment of the movie testifies to the fact that the final resolution of the story comes about only when Red is faced with the same fearful situation as Brooks. Because of Andy, Red can find a different path-the path of freedom that is lit by hope.  Who is your Andy Dufresne?"
" Simply known as ""The Movie""
",,"Whenever I talk about this movie with my friends, I do not even refer to it by title, but rather as ""The Movie"".  When I say ""The Movie"", my friends know exactly what I'm talking about.  In fact the main reason that me and my friends don't refer to it by title is because this movie is so great, that we do not feel worthy enough to say it's name in vain! I still remember the first time I saw The Shawshank Redemption.  Some friends of mine and I went to see it at one of those ""Budget Theaters"" over the summer of 1995.  None of us really knew anything about the movie, but we had heard that it was pretty good.  So, not having any real expectations, we saw it.  When the final credits rolled and the lights came on in the theater, all of us just sat there with our jaws hanging down on the floor. I turned my head towards my friend Bob and said ""That was the greatest movie I have ever seen in my entire life!"" There's really no other way I can put it in words.  Every moment of this movie captivated me and inspired me to believe in the one true thing in life...... ""HOPE"".  This movie is sad, uplifting, inspiring, harsh, cold, funny (at the right times), jaw-dropping, and heart-warming all at the same time.  I get chills every time I watch this film and this film contains the greatest ending (which takes place over the last 30 minutes or so)in movie history!  How it all just ""comes together"" is so incredible and uplifting. I should also mention the music in this movie is nearly flawless as well, and the soundtrack is a ""must buy"" for any music fan. The only bad thing about this movie is the fact that I know I will never see a better movie, no matter how many I may see.  I've seen many movies over the past few years, many excellent films.  However, every time I walk out of the theater, I turn to my friend or family member that I saw it with and I say, ""That was a great movie, but it wasn't nearly as good as 'you know what'!""  There have been many movies over the past few years that thought would really move me or that I might one day call my ""favorite of all time"", but they've all fallen far short of ""The Shawshank Redemption"". So, if you have yet to see this movie, please run to the video store immediately.  You're guaranteed to find it in the ""employee picks"" section. And if it isn't in that section, then you should tell the employees there that there is something seriously wrong with them.  If you have seen this movie, go see it again.  If you haven't bought your own copy yet, buy one. In fact buy two, and put one in a fire-proof safe, just in case of an emergency. :o) So, you want a 1-10 rating???  I give it a 13!!!!!!"
" Simply amazing. The best film of the 90's.
",spoiler,"The Shawshank Redemption is without a doubt one of the most brilliant movies I have ever seen. Similar to The Green Mile in many respects (and better than it in almost all of them), these two movies have shown us that Stephen King is a master not only of horror but also of prose that shakes the soul and moves the heart. The plot is average, but King did great things with it in his novella that are only furthered by the direction, and the acting is so top-rate it's almost scary.Tim Robbins plays Andy Dufrane, wrongly imprisoned for 20 years for the murder of his wife. The story focuses on Andy's relationship with ""Red"" Redding (Morgan Freeman, in probably his best role) and his attempts to escape from Shawshank. Bob Gunton is positively evil and frightening as Warden Norton, and there are great performances and cameos all around; the most prominent one being Gil Bellows (late as Billy of Ally McBeal) as Tommy, a fellow inmate of Andy's who suffers under the iron will of Norton.If you haven't seen this movie, GO AND RENT IT NOW. You will not be disappointed. It is positively the best movie of the '90's, and one of my Top 3 of all time. This movie is a spectacle to move the mind, soul, and heart. 10/10"
" its an excellent piece of art
",,"i watch this movie for minimum 5-6 times first to last. so every time i enjoyed as i watching it first time. its a piece of art. and we now know how to entertain with no action or fighting scenes. its a pure drama that anyone can enjoy with family in silence. so i rate this movie 10 out of 10 because of amazing screen play, acting, casting, background scoring editing etc. this is my first movie review so pardon me if i did any mistake."
" The absolute GREATEST movie of all time.
",spoiler,"My life is forever changed due to this movie.  It is a movie of hope, ""redemption"", and friendship.  It shows a deep growing friendship between two prisoners, Andy and Red.  They each are shown growing through their distinct hardships at Shawshank prison.  As time passes, hope wanes but a flame burns bright in Andy.  His hope and unrelentless nature carry over to his friend Red.As Red's long stay in prison comes to an end he sees the light at the end of the tunnel.  Andy has left it for him to see the way to freedom, and he follows it.This film parallels my life and leaves me wondering if my advice will help somebody see the light.  For some of those people time will tell.  As for now I'll be patient to wait and see.  Don't end up like Brooks, there will always be someone to help you out.  There is someone out there that cares for you.  Thank you Andy Dufresne, your hope is the flame of my life."
" The best story ever told on film
",spoiler,"I believe that this film is the best story ever told on film, and I'm about to tell you why.Tim Robbins plays Andy Dufresne, a city banker, wrongfully convicted of murdering his wife and her lover. He is sent to Shawshank Prison in 1947 and receives a double life sentence for the crime. Andy forms an unlikely friendship with ""Red"" (Morgan Freeman), the man who knows how to get things. Andy faces many trials in prison, but forms an alliance with the wardens because he is able to use his banking experience to help the corrupt officials amass personal fortunes. The story unfolds....I was so impressed with how every single subplot was given a great deal of respect and attention from the director. The acting was world-class. I have never seen Tim Robbins act as well since, Morgan Freeman maybe (e.g. Seven). The twists were unexpected, an although this film had a familiar feel, it wasn't even slightly pretentious or cliched, it was original. The cinematography was grand and expressive. It gave a real impression of the sheer magnitude of this daunting prison.But the one thing which makes THE SHAWSHANK REDEMPTION stand above all other films, is the attention given to the story. The film depends on the story and the way in which it unravels. It's a powerful, poignant, thought-provoking, challenging film like no other. If Andy were to comment on this film, I think he might say: ""Get busy watching, or get busy dying."" Take his advice.Thoroughly recommended."
" Oh my godmother
",,"Three words: Oh. My. God.How am i supposed to describe this absolutely fantastic and unbelievable film in words? I don't know. But I'll give it a shot. Here goes.This movie is just bloody excellent, brilliant, fantastic, unbelievable, not a thing wrong with it, shocking (in a good way), heck, pretty much every single good comment word you can think of.I mean, for gods sake, its so damn good it takes your breath away! i seriously could not speak after it! it instantly took every other film i had seen under its shadow, and that's saying something, as i have seen some pretty excellent films.There's not a single actor or actress in this movie who is crap!!! standouts are Morgan freeman, Tim Robbins, and the dude who plays brooks.I could say 1239643609260246704272628xinfinity more things good about this movie, but unfortunately I haven't got that much space, and my fingers would get sore.An absolute must see for everyone, and I'm positive that ill never see another movie better than this, and this will stay at #1 on my list forever."
" I make the questions here!
",,"It has a formula that gives you this kick; Darn what a good movie! But I need to say this, sometimes it happens.. So WHY do people love this movie and rate it high, when, or WHY isn't the ""smart"" people declare it like a a peace of art? Or do they?! Still I think it's darn good...but I bet the producer(s) didn't expect that!Like when we vote, for anything, we need to follow our heart. This is a typical movie that is worth every penny, every letter... and it's a typical 90' movie! Oh.. there we have it! Between gone with the wind and now, we NEED this! Love me as I am.. says the storyline, in my head anyway. And I do, yes I do!"
" This is a wonderful movie!!!!
",,"When I first see it, I am too young to understand all the things the movie what to show us. The film gave me a very different feeling. Hope is a dangerous thing, is the root of mental distress. Because since come in the day, the warden said, ""the soul to god, the body to me.""Except that he can get the cigarettes and naked woman printed CARDS and any other changes I can't seem to grow within the walls of the dark. However Andy told him, ""remember, hope is a good thing - and perhaps even good. And no good thing will never disappear."" So Andy can use 20 years digging Red think can chisel in tunnel in six hundred.When he finally climbed out of the five hundred yards of the stench of sewage pipes, standing in the pouring rain can't help, we seem to see faith Pierce heavy darkness, played a luminous in the dark of the night out of the blue.Under the light, the soul of our weak under Andy with open arms in the sky in succession, and shaking."
" From my favorite movies..
",,"It is one of the best movies in the world that many people will join me. Watching very, very impressed. What it might be called the great stories of Stephen King anyway. Acting on cues can say is enormous. There's no posturing. Especially when Andy Dufrense incredible music that review still stands wandering on everyone's lips. Finale as you lose yourself in it is a movie you are getting into. Finals if he so exhilarating you a high-quality music. And finding that deserves really deserve. I watched this film very young age and it has taught me that the magic of cinema in a nice way. This film is one of the reasons I hate the Oscars. Will remain as the best film in more than 10 years, I believe wholeheartedly sites. Definitely one of the best films in the world."
" Busy dying or busy living?
",spoiler,"**Yes, there are SPOILERS here**This film has had such an emotional impact on me, I find it hard to write comments on it.  I've read a lot of the previous comments; all those that gush and eulogise as well as those who think it's over-rated or cliched. Most have got good points to make, however the thing that I think everyone is struggling to both explain and come to terms with is just why this film is *so* loved.  Loved to the extent that for many it is an almost spiritual experience or for those of a more secular nature like myself, loved as one of the most devastatingly uplifting things that can happen to you while watching a film.So I'm not going to review it, I'm just going to struggle in my own way to explain this film.  It took me a few viewings to get why I connect with it so deeply, but here goes.Many people in this world are unhappy.  Most people in this world don't want to be unhappy.  Lots of people wish, pray and above all hope for that magic wand to wave and wash them of their fears, losses, angers and pains once and for all.  They see lots of other people seemingly in this magical state, while they suffer.  To borrow the words of another film, they're watching the bluebirds flying over the rainbow.Many unhappy people have learned that the magic wand doesn't exist. They're not destined to join the bluebirds and fairytales don't come true.  It's not that no one lives happily ever after, it's just that they're not going to. They're busy dying.In this film, or as some people have quite correctly said, this fairytale, magic wands exist.  And that magic wand is Andy Dufrense imitating Houdini. However this film is not about him.  Neither is it about the prison, the governor, the guard, the plot, the acting, the cinematography, the script, the direction or the score.It's about Red.  He is the one who has become institutionally unhappy, he's not only trapped in a prison, not only has he given up on the idea of ever leaving, not only does he have no hope, he knows that if the miracle would ever happen to him, he couldn't cope.  He's safe in his unhappiness and that security is what keeps him going.  Hope is, as Red say, dangerous.  The metaphor for a certain illness here is very clear to me and I know that a rather large number of people suffer from it.  A large proportion of those don't understand what's wrong, but they certainly can recognise a fellow sufferer.  Those who are mercifully untouched by this illness definitely don't understand what's going on in those who do.  They're too busy living.The miracle in this film is not only that Red is redeemed but that the world outside the prison isn't all warm and sandy and sunny and with excellent fishing.  Some of it is rocky and uncertain.  Fairytales don't get this far. They'd end as Red left the gates of the prison and the credits would say 'and he lived happily ever after'.  This is the only film I can currently think of where they show how to get to the living happily ever after bit from your redemption via the rocky and uncertain ground of bagging groceries at the local store.  In other words, they're not going to cheat you and tell you everything's going to be alright.This is crucial.  For two and half hours, those of us who are quite content to mooch around our own personal prisons can see an escape route quite different to Andy's mapped out on the screen.  And it's a real way out. It's hard and upsetting, but ultimately rewarding.  The high you get from finding out and knowing that is only comparable diamorphine.The trouble is, if you're already busy living, this film won't mean that much and you'll see it a little more clearly than those busy dying.  To those fortunate individuals, watch this film and understand what the rest of us are going through.So, yes, this film is a cliched fairytale and maybe as a story it isn't realistic and at second on the IMDb all time list, it is a bit over-rated. However if you could have a chart of films listing the number of lives saved, altered and improved, the Shawshank Redemption would be way out in front at number one."
