" The Geatest Movie Ever Made
",spoiler,"You can't really criticize a film like ""The Godfather"", especially from a younger-type guy like me. Since its release in 1972, ""The Godfather"" has been highly praised by fans universally. It's extremely hard for a person who has never seen ""The Godfather"" without having high expectations because millions of people, maybe more have been talking about how wonderful it is. But as a film critic who has seen the movie several times and has read the novel that it was based on by Mario Puzo, this movie really deserves the credibility it gets. It really is that special. The film is a gripping epic that indulges the viewer with plenty of unsuspecting twists and a plot that works in a multitude of dimensions. The mobster's depicted here face many trials and tribulation that involve marriage, favours, family struggles, turncoats, tragic events, violence and rigor mortis.Don Vito Corleone (Marlon Brando) is the head patriarch and kingpin of his esteemed enterprise is acquainted to at his daughter's wedding, which is a special occurrence in Italian tradition (Sicilian in particular) where the father of the bride is to refrain from offering the groom any special favours. His representatives showing their signs of respect towards the Don are featured in the opening scenes are told through their ways of personal address and greeting regimentations. The Don is to be treated with respect and dignity, a man who follows his own frame of mind to what is fair, and will likely deny any means of avenge. As an example, if anyone was to fondle with his daughter in any kind of way grounds for murder. It's not revenge, as long as your daughter's still breathing.There are also numerous facets that indicate how not so respected the Don really is. Vito comes from the old school of Mafia, and can be labeled as a ""Moustache"" Pete. For one, unlike his adversaries, he refuses to get involved with drugs or smuggling for that matter. It this is much to the chagrin of other rival mob units in the state of New York. The violence is described disturbingly as nothing personal, it's just business. The philosophy behind this organized crime is chilling, but quite convincing. The violence is creepily accepted and sometimes happens all of the sudden. Suddenly, the Corleone enterprise falls on its foundations, and it's up to the next generation to restore the family so it could be ranked as the top of the best mob families.The cast features a myriad of talented performers each playing their respective roles flawlessly. The top stars like Brando as Vito, James Caan as the hot-tempered Sonny, Al Pacino as the likable Michael, John Cazale as middle-sibling Fredo, Robert Duvall as mob attorney Tom Hagen, Richard Castellano as Clemenza, Abe Vigoda as Tessio and Diane Keaton as Kay Adams are what I may have expected what the characters from Puzo's book look like physically. Even the smaller roles deserve special credit. The performances were absolutely amazing. The characters in the film compliment the characters from the novel and it is mainly due to the physical structuring and the carefully planned interpretation.The novel this movie was based on by Mario Puzo deserves praise in itself. Even though this movie was a fictional, there are a lot of authentic features that make every scene and every chapter to be real. I guess people when they think of mob bosses they visualize a supreme Don, sitting in his chair with a long facial expression contemplating with endless level-headedness and leadership. ""The Godfather"" is a marvel from both the film and the novel and it is hard to determine what medium is the better of the two.If there is one thing that the book is better would be character development. Al Pacino's Michael Corleone is a more prominent character in the novel than in the movie. Michael's transformation in the movie is at times a bit rushed, while in the book it's handled more gradual. The other character Luca Brasi played by Lenny Montana was a more vital character in the novel, which while he was an ally to the Corleone clan, is marked as a threatening adversary with a dark and dreary secret. In the movie comes across as a big oaf, and not as scary. It's also nice that some of the smaller characters from the novel have engaging back stories like Captain McCluskey (Sterling Hayden). But that's good for the novel's sake, while the film would result in overdone detailing.Overall, ""The Godfather"" is one of the greatest films ever made. Thanks mainly to the crew for creating a well-structured setting that compliments nicely to the characters, the script and most importantly, the direction of Francis Ford Coppola. Hats off to the cinematography from Gordon Willis which is backed nicely by the elegant score from Nino Rota and Carlo Savina. This film truly defines the words ""required viewings."""
" Simply the best
",,This film is pretty much the perfection of the craft. Every single aspect of The Godfather is outstanding. There are so many iconic lines and moments throughout the movie that have been replicated and entrenched in culture over the years. There really isn't too much else to say. This is truly the peak of filmmaking.
" Perfection on film (with Godfather II as it's worthy companion piece)
",,"To the (few) giving poor revues ... be very careful. It'll be a late night knock on your door or an invitation for coffee from an old 'friend' or maybe you'll be in a cinema watching Shawshank Redemption, then KAPOW! You'll be nothing more than a red smudge on the wallpaper.
You must never go against the family.
Correct your revue now or it will be you who's 'corrected'."
" Good movie, classic
",,"Yeah its a good movie I guess, not the greatest of all time in my book but still vastly enjoyable by movie fans of all sorts, even fans of other types of movies"
" masterpiece!
",,"A very good movie, a must-see! its very interesting"
" This is what i call a MOVIE
",,"This is one of the best movies i have ever seen,the way they directed it was really good and actors have performed very well in their own characters"
" Ahead of its time
",,This movie is unique Everytime it's playing on TV I stop everything just to watch over and over again. Nothing else like it. Can never get tired of it. Francis Ford Coppla' s name is imprinted with me 45 years after this movie was made and I'm not even that old yet
" Great movie
",,Great movie. This is the type of movie you just want to watch time and time again. A real classic.
" A Legitimately Perfect Film
",spoiler,"Really what more about The Godfather can I say that hasen't already been said?Everything about this movie is perfectly executed and incredibly well put together. The characters are really what added that extra depth to the film. The first character I want to bring up is Sonny. Throughout the movie, you know him as an ignorant and almost childish person, yet when he is shot and killed, you feel immediate sympathy for him. And at the same time he is a determined member of their family business and also caring when the time is needed for that trait to be exposed (ex: when Vito nearly dies in the first act). And when Vito is looking down at his dead body, you really feel for them even though someone like Vito may come across like an incredibly serious and emotionless man. But what they accomplished was, not making him another one dimensional Mafia/mob boss, but someone who legitimately cares for his family. The way they introduce him in the beginning of the film is very well conducted and shows the audience how intimidating he is and the impact he has on other people in what he says and how his word/opinion is extremely important to people. Brando is incomparable in his role and is irreplaceable as his role as Don Corleone.My favorite aspect of this movie, however, is seeing the riveting transition of Michael Corleone throughout the film. They first introduce Michael as someone who wants nothing to do with the family business, but is eventually the new Don replacing his father at the end of the film. Wow! What a transformation! He is a former Marine who is committed to living a normal, happy life with his wife Kay. However Michael eventually gets involved in the criminal empire after Vito is shot and almost killed. This leads up to the best scene, in my opinion, of the movie. Michael goes out to a restaurant with Sollozzo, the head of one of the rival families of the Corleones, the Tattaglias, in addition to Police Captain McCluskey, with intentions to kill both of them. He does after contemplating it in his head, and this is an incredibly important scene because it is the start of Michael's transition into the new Don we see at the end of the movie. It was not rushed in any way and that's another great aspect of the film. It's nearly three hours long, but it's necessary for the person watching it to be fully immersed into the story and characters. The ending is really well directed and thought out because without any explanation, you know what just happened as soon as someone kisses Michael's hand, which was shown earlier in the film but to Vito, a gesture only given to the Don. Al Pacino gave a great performance and so did every single other person in the movie. Perfect casting all around.I think one performance that is very undervalued is Robert Duvall as Tom Hagen. He plays a super important role in the movie, but is not quickly thought of by most people. He was a side character, but incorporated well in the film as the advisor for Vito, and later Michael.Many Of the characters in the movie and constantly conflicted with themselves and they display it very well. The entire story is one of the best ever put to the big screen and the praise that it's gotten over all these years are very deserving. The way they utilize lighting in the film is also very important such as every scene of Vito in his office at the beginning of the film is constantly lit dark showing the fear people feel when entering his office and the seriousness of situations involving him. This also applies to Vito's soft spoken voice demonstrating how intimidating he comes off as without screaming for example. A vast majority of the film, basically the entire 2nd and 3rd acts, with the exception of the very beginning with the wedding to go also how with the 1st act, are all lit dim, in dark tones. On the other hand, Michael, in the beginning of the film, is shown in the bright daylight outside talking with his girlfriend, an excellent contrast between him and the rest of his family.Great acting, great script, and all put into great hands that made it as amazing as it is even 40 years later.RATING: 10.0/10"
" Top 5
",,"One of the great movies of its time. Before, and even now is admire as one of the most classic and greatest films of all time. And I agree. I remember when I first watched it I never thought that Sonny would be the one killed, and Michael being the one taking over the family, and ruling with an iron fist. I have to watch at least one or two times a year."
" What an outstanding cinema work
",,"The first movie I've ever watched that left me with the feeling that I saw something bigger than just a movie. I remember it really well - I was 16, my parents were abroad and I watched it at home with a couple of good friends. When you remember the time and setting you watched a movie so well, it is because it really touched you and influenced you, and that's what I think that movie did to me. You really should watch it. It is an offer you can't refuse!"
" I can honestly say that it's overrated
",spoiler,"The day before yesterday I decided that I should watch The Godfather since it's pretty much a movie that one would have to see during his lifetime, but I was very disappointed. I thought that it would be a great movie with a plot that would be interesting, characters that I could relate to and give me some form of entertainment during the course of the movie, but boy was I wrong.I was pretty much bored from the start to the end of the movie and the only reason why I kept watching was because I thought to myself ""This is a movie everyone must have seen during their lifetime"". It even took me two days to watch it because I was so bored that I paused the movie and went to bed and continued to watch it the day after and was still just as bored.The acting was okay at best and I felt that the actors could have done better but failed to do so, and the director failed to even get me interested in the characters. When some of the characters die I didn't care one bit, not once did I care. They could have killed everyone in the movie and I wouldn't care at all because I could not relate to anything of the characters persona.Due to the lack of character-interest I didn't get interested in the plot at all and it felt like I was dragged through the whole movie with a barbwire around my neck.Today I plan to get dragged once more when I'm going to watch The Godfather 2 and if it's anything like the first one it's going to be a horrible experience."
" IT'S JUST TOO LONG
",,"""The Godfather"" is awesome. I could go on all day about all its strengths and why it is such a great movie. Instead I will comment on its weaknesses, or should I say weakness. It's too long. One thing that drives me nuts are movies that are a little bit too lengthy. Otherwise I loved everything about the Godfather.8 out of 10. (Pushing a 9)"
" VERY good, but not the best...
",,"...""The Godfather"", as everyone knows, is a classic.  It follows the Corleone family over a period of a few years in the forties.  It starts with godfather Vito Corleone (Marlon Brando) and ends with godfather - and Vito's son - Michael Corleone (Al Pacino).  Also involved are Sonny Corleone (James Caan), adopted son Tom Hagen (Robert Duvall) and muscle Peter Clemenza (Richard S. Castellano) to name a few.The acting ensemble is one of the greatest put together in film history. Brando plays the wise Vito Corleone very well, but the best performances come from Pacino as Michael and Caan as Sonny.  Pacino is probably the greatest character actor of all time, and this film shows it.  He plays Michael at the start with a young naivety and is able to bring the character along to the end of the film, where he shows the growth of Michael's knowledge and wisdom.  Unfortunately, Caan is only in about half the movie, but he certainly does an incredible job as the hot tempered Sonny.""The Godfather"" is the template for good drama.  Few films achieve it's greatness, but in the end, it is surely not the best.  In my opinion, there is no best movie of all time, but many 'best' films per genre.  ""The Godfather"" is the best crime drama.  ""Casablanca"" is the best romance.  ""The Lord of the Rings"" and ""Star Wars"" movies are the best adventures.  All of said movies would tie, and be equal in greatness.So, if you're ever tired of these days' mindless action and mediocre drama films, then pop in one of the classics.  Any one will do, they are all equally entertaining.  Films like ""The Godfather"", ""Casablanca"", ""Lord of the Rings"" and ""Star Wars"" are the reason movies are so popular.Enjoy, 9/10."
" Bait and Switch is the Name of this Game
",,"Does ""Godfather"" romanticize crime and criminals? Yes, it does. Take, for instance, the Godfather's name ""Corleone"" which translates as ""Lionhearted,"" suggesting that the heroes are to be compared to Richard the Lionhearted, legendary chivalrous hero of the Crusades and friend to Robin Hood. There can be no doubt that author Mario Puzo and director Francis Ford Coppola have made romantic idols of the Corleones, as the film gilds them with mystery, honor and gallantry. But of what Holy Crusade are the Corleones the leaders? Seemingly a war for survival against vicious enemies who would destroy their gang. But why should we care what happens to a bunch of evil criminals? ""Godfather"" is just as much interesting for what it fails to show the audience as what it does show. The film makers wrongly assume that the audience is sophisticated enough to infer the kind of lurid but educational scene that made such a great success of earlier gangster films, nitty gritty illustrations of the inside workings of organized crime: loan sharking, extortion and vice. ""Godfather"" for the most part ignores this subject matter, the everyday business of crime, in favor of what should be only the end part of its story: a war between gangs over control of the rackets. The drama is essentially without motivation. The movie is simply not interested in showing us much of the dirty business that is the reason for the war. That is because the heroes would seem much less chivalrous if their criminal enterprises were shown in any depth or with any real understanding. For most of its length, the movie plays as a revenge tragedy in which the gallant protagonists could be members of any great family (whether criminal or not) protecting their cherished honor.Why did the film makers deliberately sanitize the criminal aspect of the Corleone family? Are they apologists for crime? I think they are. One confidence game employed by the film makers, which is also familiar among the annals of organized crime leaders, is a variation on the trick called ""bait and switch."" We expect a portrait of a ruthless and immoral criminal, instead we are made to believe in the essential moral rightness of Don Corleone when he condemns as a contemptible enemy the kind of criminal who trades in narcotics. In other words, we are lured into the theater with the promise of a true to life depiction of the actions of a bad guy, and then the film makers slyly pull a fast one and show us a good guy instead! (We are persuaded to ignore the fact that the Godfather is an extortionist and pimp  even worse we are asked to believe that extortion and pimping are not so bad, especially if practiced by an honorable guy like Don Corleone, who, whatever his failings, is much too decent to trade in narcotics.) This jiggery pokery was so effective that around the time the movie and its sequel came out an ivy league educated friend of mine on his way to a brilliant career on Wall Street bitterly denounced a critic of ""Godfather"" for making the claim that Don Corleone was not entitled to be regarded as a great hero like President Franklin Delano Roosevelt, General Douglas MacArthur or Doctor Albert Schweitzer, who had received similarly adulatory treatment in film. My friend, having seen both Godfathers, was convinced that a Mafia leader might be just as honorable as the heroic portrait the movies presented.So, I feel some need on this occasion to remind the public of what the Mafia does, even when they allegedly refuse to get involved in narcotics sales. The Mafia is mainly in the business of Vice. It feeds off the weaknesses of a mass of little people who are corruptible, who are vulnerable to the appeal of easy sex, cheap thrills, quick money and quick fixes of their problems. These little people pay for their vices all their lives, much more than they can afford to pay, and end up ruined for the greater glory of the Mafia. Most racket crime is not glorious; it is petty and mean and easily committed by anyone who has less courage or daring than the average person. But it's easy to understand why the film makers left this out of the movie. It would be kind of absurd to call a scuzzy dirtbag by the name ""Lionheart."""
" Completely un-redeeming in any way. Garbage.
",,"I remember distinctly the first time I saw ""The Godfather"". I was a child and it was being shown on broadcast television.  Granted, neither of theses are optimal conditions for rendering an informed opinion but I remember being struck with how unremarkable- in fact how boring I found the film.  I was particularly surprised by this, as there had been a great fanfare over the broadcast. I chalked this up to my own immaturity and thought no more of it.The second time I saw the film was in college.  My friend had a brother who was quite a film enthusiast and he, like many others, counted ""The Godfather"" as the finest film.  One evening my friend and I watched the film.  The viewing once again left me unimpressed.  I feigned an enthusiasm for the film that I did not feel, as it seemed the popular, and even the intellectual expectation.  Once again I associated my dislike for the movie with a failing in myself. I apparently did not appreciate a ""good movie"" when I saw one.Since that time I have seen many films, from many directors, from many countries, in many languages, and with varying budgets from independent offerings to mainstream Hollywood fare.  I certainly do not consider myself to be an expert but feel myself to be an informed member of an audience. Armed with my experience I recently viewed ""The Godfather"" again to expunge my previous failures and to gleefully join the ranks of Godfather sycophants.  Well, I think you know the outcome.  As they say in baseball, three strikes and you're out.I find the film to be completely un-redeeming in every way.  I do not have space to address the film systematically or technically so I will speak to my central grievance- the story is hollow.  There is no moral center.I do not demand that a movie have morality.  I do not demand that a film even have a point.  I can take a film at its face value for what it is.  A slapstick comedy is foolish and an action flick is mindless, I do not ask that they be a different movie- only that they meet the narrow definition to which they aspire.  The problem is that ""The Godfather"" aspires to be a great drama and that aspiration comes with high expectations.Gratuitous violence is expected in big-budget action flicks, amorality can be understood in the quiet desperation of an independent film's philosophy, and self-indulgence is to be expected in the over-the-top musical extravaganza.  However, violence, amorality, and self-indulgence in a film that portrays itself as mainstream drama or even tragedy are reprehensible. This is not art- it is base voyeurism at its worst.  We are standing in the bailey at New Castle or at the Coliseum watching with leering stares at the baseness and depravity of man. This film is not a criticism of man's foul nature, as in the above referenced independent film; it is a celebration of it.  Anyone who claims otherwise deludes himself.Thus conceived I can appreciate `The Godfather' as a film oddity, a curious victory of the popularity of evil men.  But to say that it is a great film is scandalous, and to say that it is the greatest film is blasphemous.  To say that the highest achievement of man in film is a celebration of cruelty, deception, and greed is a statement that many should reconsider.I find it interesting that many of those who claim ""The Godfather"" as their favorite film, or the best film of all time can count their viewings of the film on one hand. In fact, I myself (who thinks unfavorably of the film) have given the film more attention then many of the ""fans"" I know.  A friend of mine who professes to like the film recently returned the box-set DVD ""Godfather"" collection that he received for Christmas.  As he put it, he loved the film but when was he ever going to watch it?  That is faint praise indeed for the ""greatest film of all time"".I am sure there are those who genuinely enjoy the film, but you could say that about any movie.  I would advise those who fawn over this film so to ask themselves if their enthusiasm comes from within or from a modern mythology. ""The Godfather"" is a paper tiger."
" Oh, Those Corleones....
",,"No American filmmaker has had a more disappointing trajectory to his film career than Francis Ford Coppola. To have directed four of the most influential films of the 70's (the first two ""Godfather"" films, ""The Conversation,"" and ""Apocalypse Now"") and then to spend the last two decades churning out one stinky product after another (""Peggy Sue Got Married,"" ""Bram Stoker's Dracula"", the third ""Godfather"") earns Coppola my award for Most Promising Director Who Most Miserably Failed at Establishing Himself as an Important Figure of American Cinema. But before ""Jack"" there was ""The Godfather."" While I feel the whole ""Godfather"" trilogy has been lauded into oblivion and is somewhat overrated, who am I to argue with the majority? People think these are great movies, and they've certainly implanted themselves permanently in our cultural consciousness.And don't get me wrong: these films have moments of greatness (at least the first two installments do). But I think ""The Conversation"" and ""Apocalypse Now"" are ultimately more interesting films, and I think Coppola stretched himself more artistically in those two films than he did in the entire ""Godfather"" trilogy combined.Of the trilogy, the first film is by far the best. It shows Coppola's flair for being able to craft a story with extreme mainstream appeal while staying faithful to his artistic vision. ""The Godfather"" doesn't look or sound quite like any gangster film before it, with it's muddy lighting and sound. It's also much more ambiguous morally than the usual Hollywood gangster film, at least any produced up to that point. The line between crime and justice is blurred sometimes beyond distinction, and the Corleone family at times acts with more honor (in its own way) than the institutions charged with upholding freedom, justice and morality. In this way, ""The Godfather"" offered a scathing critique of the foundations on which America as a country was built.Coppola, however, drives this point into the ground over the course of three films. There's really not much more to say after the first film (it's already apparent that Michael Corleone's style of rule is different from his father's, his coldness and ruthlessness necessitated by a changing time), but we have to sit through a nearly 3 1/2 hour second installment that does nothing but reiterate this point again and again. Part II at least is saved by the back story of Vito Corleone (played by Marlon Brando in Part I and Robert De Niro in Part II), and that story alone keeps Part II afloat. But Part III is wholly unnecessary and mars the whole enterprise, turning the franchise into the stuff of parody and camp.Al Pacino is the glue that holds the trilogy together, though his character really isn't as complex as a first viewing would have you believe. The major conflict facing him is resolved in the first film, and the second and third films give him nothing to do but replay what are essentially the same scenes over and over again.Other standouts in the cast include Robert Duvall, Diane Keaton and Talia Shire (who alone makes the third chapter worth watching).Obviously a must see for cinema buffs, or even casual fans, but don't feel you have to label this trilogy as great just because of the reputation that precedes it.My Grade--- Part I: A Part II: B Part III: C-"
" A Godly Bore
",spoiler,"I read ""The Godfather"" novel, it was one of the best books that I have ever read. Not one minute in the story was I not entertained or interested. I was very excited to see how Frances Ford Coppola's collaboration with Mario Puzo, the author of the book, would translate this into a movie.When watching the movie I tried to put all of my memory of the book into the back of my head and try to enjoy the movie. But sadly the movie was just not entertaining as a movie by itself. Yes, the cast is one of the best ever assembled, Marlon Brando, Al Pacino, Robert Duval, etc.But all of the main events that should be entertaining, like the elimination of all the bosses in the end. Or the murder of Sunny Corleone at the toll both. But sadly they just bore you to the point were you want even Marlon Brando to die, which he later does. Even the performances from the actors themselves, especially Marlon Brando, leave much to be desired from these awesome actors.This is without a doubt the most overrated movie of all time. If you want to see the life of a mobster done right, see Scorcese's ""Casino"" and ""Goddfellas"". These do not only show the life of a mobster, but they are also entertaining with awesome acting from Robert De Niro and Joe Pesci every time.I give this movie 2/10, that's because Mario Puzo was involved."
" Perhaps the Greatest of All Time?
",,I never liked the IMDb top 250 list. So i haven't thought about this one for a very long time. Then i watched Shawshank and immediately became a fan. Somewhere i read that Godfather was at the top of the 250 before Shawshank and that's when i decided to take a chance with Godfather. I wasn't a fan of gangster flicks so it's fair to say i never thought i'd sit through all 3 hours and minutes. What can i say? This film changed every thing about my taste in movies. After watching this i ended up as a fan of gangster movies and i went on to watch some pretty old movies and some of the longest running films. (And now i am a fan of IMDb's 250)I had a go at this movie again (for the 5th time)yesterday and compelled to write a review here.I'm not gonna say anything new here after all these 1687 reviews but anyone reading this i guess you probably watched the movie and inspired enough to read the reviews here. If that so give me a thumps up! In my opinion The Greatest Gangster Film ever. And Arguably the greatest movie of all time. 10 out of 10.
" Pretty good, but bore at times.
",,"Pretty good, but a bore at times. The plot was very good and has some turns, but overall the story unfolded very slowly. Only the actors did a great job to save the day. I was also very impressed by the music, when you closed your eyes, the music alone can put you in the story."
" a classic when first released; only improves with age
",,"The first words in Francis Coppola's organized crime saga (""I believe in America"") are spoken by a wronged father seeking justice from Mafia Don Vito Corleone, and with an immigrant's passion invoke the spirit of his adapted homeland. It's an ironic gesture in a film which embraces the American Dream with a vengeance, beginning with a joyful celebration of marriage, ending with a solemn Catholic Church baptism, and continuing in between with murder after bloody murder: for vengeance; for punishment; or (with a severed horse head under the bed sheets) simply for leverage. The film gained notoriety for such epic displays of gangland violence, but its real power lies in nuance: a shading of phrase; a deceptive fall of lamplight; the sound of footsteps on a hospital stairway. Credit goes to co-writers Coppola and Mario Puzo for the leisurely paced but tightly plotted screenplay, by itself a remarkable study in contrasts, showing the thin line dividing patriotism and graft; honor and brutality; family affections and ritual violence. Seeing Part One independent from its companion/sequel is like reading only the middle chapters of a long and complex historical novel, rich in detail and drama, about an immigrant family coping with changing times in the New World. The result is one of the few truly effective adaptations of a popular novel, and together with Part Two perhaps the last word in gangster film dramas."
" What is so great about it?
",,"This movie is ridiculously overrated. It is merely a overly dramatized celluloid interpretation of life involved with the Italian Mafia. Yes, organized crime is a problem, but this movie is NOT all that amazing. There are entirely too many references to it in other movies, too many spoofs and too many quotes. It's a bad movie. Let it go. There is no real plot line and the bad accents were enough to give me a headache. This movie is mind numbingly boring. It feels as though I lose brain cells every time I am forced to watch this painfully shallow film. Most films following along a similar premise are horribly dull. Why does everyone rave about movies like this and Scarface? They are awful, overly exaggerated and generally badly constructed cinematic failures. A decent script and plot line were substituted for gratuitous blood, gore and explosions. A good movie starts with a good story and a good script, this lacks both. Every aspect of this movie was horribly boring. It does NOT deserve to be named ""The Best Movie of All Time."""
" Massively overrated.
",,"I continually fail to understand why The Godfather is hailed as ""The Greatest Movie of All Time"".  I've seen it twice--a second time just to make sure--and I have to tell you that I sat there in a stupor, bored out of my mind.  And I'm not a teenager raised on MTV; I'm in my 30s and am absolutely devoted to movies--I've seen as many classics (American & foreign) that I can get my hands on.  But, for me, The Godfather ranks alongside Singin' in the Rain as the most overrated films of all time. Singin' in the Rain, at least, I get (it's just my intense dislike for Donald O'Connor that makes me dislike this film).  But The Godfather?   It's just a bland epic about a bunch of moronic gangsters, with Marlon Brando giving a campy performance, and riddled with repulsive violence.  Give me a break.  The fact that this movie is so ""beloved"" has had the direct result that nowadays we got absurdly worse and worse films every year, created by clueless filmmakers."
" Filmmaking At Its Most Perfect, Genuine, Complete, Crystalline & Pure.
",,"Immortal for its contribution to cinema & one of the prime examples of filmmaking art, The Godfather is a remarkable inside-out look at the life of a mafia family that also paints an astounding portrait of organised crime. Scoring full marks in all aspects of filmmaking, be it direction, screenplay, acting, cinematography, editing or music, this crime drama immerses viewers into its world from the very beginning and narrates its story with such strong magnetic grip for the next three hours that it's impossible to not be impressed & amazed by it. Even after so many viewings, there is nothing to complain about this classic, there is no weakness to exploit and with each view, the respect for this motion picture masterpiece only gets higher.Based on the novel of the same name by Mario Puzo, The Godfather tells the story of the Corleone family, a respectable & powerful family having major underworld influences which are overseen by Don Vito Corleone, who is termed as Godfather by his peers as a token of respect. But when Don Corleone refuses to enter the drug business, a series of events are set in motion which results in an assassination attempt on the Don, increasing rivalries among the mafia families, and paves way for Don's youngest son to rise & take up his father's job in order to protect his family and to settle all disputes. The film revolves around Michael Corleone (Don's youngest son) and even the main plot of the story is the evolution of Michael from a doe-eyed outsider, who didn't want to get into the family business, into a ruthless boss later in the story.The direction by Francis Ford Coppola is no short of amazement. The way he filmed most of the scenes from the very beginning to the end, the casting decisions he made, the chosen locations for shooting, the remarkable screenplay & memorable quotes co-written with Mario Puzo and the overall style of narration & look of the film, it's all brilliantly done. Cinematography is carried out beautifully and the decision to shoot in Technicolor print pays off enormously well for it provided this film a vintage look that wonderfully matched the timeline it represented and also added an artistic flair to the whole medium. Editing is very precisely done with each character getting enough time on-screen without robbing its expertly controlled pace. Nino Rota's score opens the film with a sad, almost funeral-like theme music, and boasts tracks which sound very unusual for a crime drama but then it also fits the film's ambiance remarkably well. The overall work by the entire technical crew is as much responsible for this film's success as the direction, writing & performances.As far as performances go, The Godfather features a cast of incredibly gifted actors in Marlon Brando, James Caan, Al Pacino, Robert Duvall, John Cazale, Diane Keaton, Richard S. Castellano, Talia Shire, Al Lettieri & many more, and every one of them is in top-notch form. Marlon Brando makes Don Corleone truly his own, giving his character a set of unique look & traits and delivers, possibly, the greatest performance of all time which also immortalised the character of Don Corleone in cinema forever and permanently engraved Brando's status as one of world's finest actors. Al Pacino also makes his mark on the big stage and delivers the next great performance as Michael Corleone, plus his rise to power from a reluctant outsider into a ruthless mafia boss remains one of the most spectacular character arcs ever exhibited on film canvas. James Caan stars as Sonny Corleone, Don's hot-headed eldest son, and I don't recall Caan delivering any other performance of this calibre and same goes for Richard S. Castellano who plays Clemenza, a caporegime for the Corleone family. Other notable works include Robert Duvall as Tom Hagen, Diane Keaton as Kay Adams, Talia Shire as Connie Corleone, Abe Vigoda as Tessio & Al Lettieri as Virgil Sollozzo. All in all, there are no complains in this department either.Telling a tale that spans ten years of the Corleone family in three hours, while also reflecting the world of organised crime with immense character depth & complexity unlike anything before it, and ingeniously blending it with impressive direction, sturdy writing, impeccable performances, striking quotes, innovative storytelling & a mesmerizing score, The Godfather is an exceptionally well-made motion picture and certainly the one with the best cast. Ever since its release, it has become the benchmark by which all the great masterpieces are measured and its influence on cinema, especially gangster genre, is unprecedented. On an overall scale, The Godfather is universally accepted as one of world cinema's finest films, arguably the greatest ever, and the performances by Marlon Brando & Al Pacino alone are the stuff of legends. Plus, this films also marks a significant moment in cinema, in my opinion, in which the baton was passed from Marlon Brando, the finest actor of his generation, to Al Pacino who later became the finest actor of the subsequent era. The film doesn't need my recommendation because it's a must watch for every cinema lover. There are very few movies which are unanimously hailed as a great one from critics, filmmakers & viewers all around the world and The Godfather is unquestionably one of those classics and, in my opinion, the only one that deserves the top spot. A cinematic treasure you should neither refuse nor ignore, The Godfather is genre filmmaking at its most perfect, genuine, complete, crystalline & pure. One hundred percent recommended."
" Everything you've ever heard is true...
",,"THE GODFATHER is quite simply a masterful piece of film-making, an epic in the truest sense of the word and by far the finest gangster film ever shot. Made with finesse, style to spare and a director who elicits pitch-perfect performances from a talented cast, this is movie-making as it should be.Yes, it's a very long film and yes, some sections are quite slow. Nevertheless, none of the film is any less than riveting. The story - of a father/son takeover in one of New York's major Italian Mafia families - is fairly straight forward, and yet Francis Ford Coppola turns it into something else so much more; a meditation on the human condition, perhaps.Certainly this is a film that explores the darker side of humanity. Jealousy, betrayal, anger and revenge are all key themes here, and the film is inevitably punctuated by moments of graphic and shocking violence. And I'm glad Coppola chooses not to shy away from the said violence, which makes it all the more gritty and realistic when it does happen.Marlon Brando takes the showrunner role here, the patriarch who's past his prime, but it's easy to spot the real star of the piece: Al Pacino, who burns up the screen with sheer ferocity. Robert Duvall is easy to miss in a quieter part, but watch out for James Caan whose volatile Sonny is one of the film's most engaging characters. Altogether this is a splendid and unforgettable piece of film-making, which inevitably spawned sequels and a whole gamut of similar gangster fare, but THE GODFATHER towers head and shoulders above them all."
" Truly the Godfather of movies
",,"Don Vito Corleone (Marlon Brando) is the head of a Mafia family. Sonny (James Caan) is his eldest and heir apparent. Michael (Al Pacino) is a return WWII hero and wants to keep out of the family business. The Don refuses to go into the drug business which precipitate a mob war.There is no doubt that this is one of the greatest movie of all times. Director Francis Ford Coppola has crafted a masterpiece from Mario Puzo's novel. It is not just a great story, but great characters and great actors playing them. Forty years later, it's still as compelling as ever. The pacing is slower than today's standard, but it packs a punch more potent than anything recent. The acting power alone is incredible. When you consider that Al Pacino is the new unknown kid, the cast is unquestionable the best that Hollywood has to offer in that era. Every 10 minutes, there is an iconic scene. There is no way I can list them all.I rarely give a 10. Rarer still do I give it with no reservation. A perfect movie is not enough. It has to have cultural significance and some originality. That is 'The Godfather'. It is still being referenced today. May all the haters sleep with the fishes."
